EIA_ID,lead,NSE,KGE,r2,RMSE,PBIAS,type
145,0,0.9841590529309514,0.9893493264834055,0.9920483040855196,2.539576168524986,-0,Synthetic
145,1,0.9576049086716851,0.9718763834561557,0.9785782070114496,4.147980400007328,-0,Synthetic
145,2,0.93443497666659,0.9573180395338606,0.9666851148290861,5.155135913884392,0.1,Synthetic
145,3,0.9186164936136756,0.9479402527012801,0.9585020749925415,5.740449745108082,0.2,Synthetic
145,4,0.9098720813423136,0.9412211441838255,0.9539219434596516,6.063617852951085,0.1,Synthetic
145,5,0.9019329190917517,0.9342576772695249,0.9497350299903751,6.365007942685786,-0.1,Synthetic
145,6,0.8995834241246217,0.9312889111941525,0.9484838873803003,6.469349430804258,-0.1,Synthetic
149,0,0.9494118436119633,0.9668554128764795,0.9743884137186785,10.55210979638418,0,Synthetic
149,1,0.8550226927561986,0.901724518151924,0.9247527224469857,17.80621023305138,0,Synthetic
149,2,0.7912545189288578,0.8476112691244646,0.8895423555359976,21.768073810810833,-0.2,Synthetic
149,3,0.763953660034666,0.8208611785829375,0.8740484713947568,23.82647410382837,-0.4,Synthetic
149,4,0.7428145422631494,0.8193972581645482,0.8621301665137251,25.008173767174796,-0.3,Synthetic
149,5,0.7268764615068575,0.8264967599175955,0.8541482736533746,25.885087587405774,0.1,Synthetic
149,6,0.7200315873153347,0.8251588080457338,0.8505722410826702,26.308415270533267,0.1,Synthetic
150,0,0.9949594960269134,0.9964992371530155,0.9974765940667306,1.366394346198485,-0,Synthetic
150,1,0.9893648318492566,0.9928835111700207,0.994668473388931,1.9843963685579418,-0,Synthetic
150,2,0.9835606126335468,0.9894363821913001,0.991747753195871,2.4644487092412453,0,Synthetic
150,3,0.979672522298736,0.9867081939482726,0.9897857569028031,2.738273444494974,0,Synthetic
150,4,0.9764204188541115,0.9849800672615829,0.988143745446558,2.943918155440463,0.1,Synthetic
150,5,0.9737801612858709,0.9824875789271618,0.98680516548042,3.1023358854680585,-0.1,Synthetic
150,6,0.9686635782261972,0.9781893031211282,0.9842086339406434,3.3921498608746976,-0.1,Synthetic
152,0,0.9955558670376624,0.9968568205031516,0.9977754637774157,16.017505970631195,-0,Synthetic
152,1,0.9888723678356066,0.9922475649888557,0.9944207809363624,25.378963226389246,0,Synthetic
152,2,0.9832015715578889,0.9883302473787825,0.9915663259410283,31.17522281168555,0,Synthetic
152,3,0.9772765908887113,0.9841253012418556,0.9885749351202965,36.211980816218755,0.1,Synthetic
152,4,0.9731915833821925,0.9814103615892533,0.9865079224667684,39.23829089801097,0.1,Synthetic
152,5,0.9716656896350493,0.9799126216614138,0.9857323553323408,40.26901843605741,0,Synthetic
152,6,0.9725895540684494,0.9800303661524674,0.986199979134126,39.76554993616644,-0,Synthetic
153,0,0.9997711155969096,0.9998790518629078,0.9998855543593033,6.640162889277869,-0,Synthetic
153,1,0.9991216704836767,0.9993563923547287,0.9995607635929911,13.008642569877148,0,Synthetic
153,2,0.9981373104489948,0.9984469345558902,0.9990684431635151,18.95070634776235,0,Synthetic
153,3,0.996888526150296,0.9973904934915615,0.9984436079603664,24.50458134749681,0.1,Synthetic
153,4,0.9954097082071766,0.9964153390995315,0.9977028137721619,29.774225469018738,0.1,Synthetic
153,5,0.9937048466272126,0.9955731834517959,0.9968476791273373,34.86878568708471,0,Synthetic
153,6,0.9917578545487332,0.9946593310117238,0.9958706858006394,39.88611985021538,-0,Synthetic
154,0,0.9986306711102264,0.9989918582054395,0.9993151128921576,12.810492076096764,-0,Synthetic
154,1,0.9958098607047083,0.997161551984354,0.9979027964957387,22.416547325621348,0,Synthetic
154,2,0.9929319936419898,0.9955387231497097,0.996460797325553,29.086881234887038,0.1,Synthetic
154,3,0.9899004215112822,0.9937190474864138,0.9949402611497862,34.714706231243326,0.1,Synthetic
154,4,0.986202495217701,0.9911125000739411,0.993080209952032,40.50514612914707,0.1,Synthetic
154,5,0.9808802333476394,0.9867944155603738,0.990394568396746,47.61245207158822,0,Synthetic
154,6,0.973008808110033,0.9808105010439296,0.9864126178361003,56.515146911878716,-0,Synthetic
221,0,0.9339531416220324,0.9553616958398468,0.9664216635212889,2.1795109100581262,0,Synthetic
221,1,0.8275151014764479,0.8856321973910365,0.9098968670233516,3.4897106378742557,0.2,Synthetic
221,2,0.7528741586728377,0.8359261606003585,0.8683738481081127,4.1646815351609545,0.6,Synthetic
221,3,0.7034608706563882,0.8080235033591672,0.8405058409949602,4.509517082878171,1.1,Synthetic
221,4,0.6774590834743187,0.790189390877267,0.8252812952205782,4.701451951851374,1,Synthetic
221,5,0.6720562023703001,0.7849769963597327,0.8218806235201908,4.799594869359903,0.7,Synthetic
221,6,0.6856702548760343,0.7747378509562892,0.8284556261186372,4.885848712474062,0.3,Synthetic
222,0,0.9211193339191631,0.9497947439807194,0.9598037586812951,16.59404784408168,0.2,Synthetic
222,1,0.8007814622758489,0.8743856852742512,0.8955472032171096,26.15019956178716,0.5,Synthetic
222,2,0.7411216812275885,0.8355019839737738,0.8622554610732811,30.22552958546544,1,Synthetic
222,3,0.6830526160060735,0.8061636715422977,0.8301641988293441,32.99551012122918,1.6,Synthetic
222,4,0.6500351927951393,0.7820556323393613,0.8105466893327709,35.000314042947785,1.7,Synthetic
222,5,0.6098876228499048,0.7627134560132446,0.7881595166993404,38.93915873781874,1.6,Synthetic
222,6,0.6156942226428553,0.7505190736381696,0.788665306940576,43.547221265929664,1.1,Synthetic
223,0,0.9211193339191631,0.9497947439807194,0.9598037586812951,16.59404784408168,0.2,Synthetic
223,1,0.8007814622758489,0.8743856852742512,0.8955472032171096,26.15019956178716,0.5,Synthetic
223,2,0.7411216812275885,0.8355019839737738,0.8622554610732811,30.22552958546544,1,Synthetic
223,3,0.6830526160060735,0.8061636715422977,0.8301641988293441,32.99551012122918,1.6,Synthetic
223,4,0.6500351927951393,0.7820556323393613,0.8105466893327709,35.000314042947785,1.7,Synthetic
223,5,0.6098876228499048,0.7627134560132446,0.7881595166993404,38.93915873781874,1.6,Synthetic
223,6,0.6156942226428553,0.7505190736381696,0.788665306940576,43.547221265929664,1.1,Synthetic
240,0,0.9986351589884759,0.9991917725192214,0.9993173801112858,0.18124534129853212,0,Synthetic
240,1,0.9971000463615145,0.9978277080074366,0.9985490289278345,0.2642783062116012,-0,Synthetic
240,2,0.9954434848373555,0.9966175438199458,0.9977192022863961,0.33161641887222876,-0,Synthetic
240,3,0.9938362013540434,0.995297913244697,0.9969136843144704,0.385943398197587,-0.1,Synthetic
240,4,0.9920587237663385,0.9940940040132155,0.9960216260460785,0.43832010511771624,-0.1,Synthetic
240,5,0.9900683802085991,0.9925932475575233,0.9950223324097842,0.4914284953732645,-0.1,Synthetic
240,6,0.9879857604540142,0.9925046325365382,0.993976055467685,0.5401040957475861,0,Synthetic
242,0,0.9168873901302393,0.9428474903054066,0.9575516138626886,0.2517830312366714,0.1,Synthetic
242,1,0.7861748975883964,0.8583449843137194,0.8871042679827406,0.3956642678026381,0.7,Synthetic
242,2,0.7000517560953055,0.7983387642995222,0.8378555110459479,0.4700251145783927,1.7,Synthetic
242,3,0.6465652952346977,0.7605313183203988,0.8061257421172094,0.5152878641594075,2.6,Synthetic
242,4,0.6087482975183267,0.7376571647717973,0.7835407492060831,0.5505177678705963,2.7,Synthetic
242,5,0.59455353851521,0.7289460248666437,0.7748590385123838,0.5810667209015828,2.2,Synthetic
242,6,0.6267041414130157,0.7195380338349358,0.7919067013523118,0.5979501015261685,0.5,Synthetic
249,0,0.9864177727957562,0.9908589870166831,0.9931861229772377,5.143762239694578,0,Synthetic
249,1,0.9589303105167357,0.9737510091874654,0.9792625392529223,8.911931738052202,0.1,Synthetic
249,2,0.9295012685909556,0.957000671876538,0.9641891447732355,11.612679836904771,0.3,Synthetic
249,3,0.90180723503061,0.9403820286992184,0.9498202890546968,13.672777748881877,0.3,Synthetic
249,4,0.8769225324962389,0.924786522629344,0.9367368373210325,15.307765885414694,0.4,Synthetic
249,5,0.8602241094856877,0.9090279424235516,0.9276576940819194,16.4405294249979,0.4,Synthetic
249,6,0.8516331894277116,0.8959179651531994,0.9228780531166979,17.0633595063877,0.3,Synthetic
254,0,0.9990057393155618,0.9992296964081252,0.9995027523027915,1.4187200985571335,-0,Synthetic
254,1,0.997194813520499,0.997446173246095,0.998596820302598,2.383138571147456,-0.1,Synthetic
254,2,0.995606868029453,0.9955698865909721,0.9978026278574347,2.983004094562124,-0.2,Synthetic
254,3,0.9939530803902121,0.9936301277054367,0.9969757234757204,3.503128939199576,-0.2,Synthetic
254,4,0.9922288270382466,0.9923772139469844,0.9961111891983727,3.973255297479923,-0.3,Synthetic
254,5,0.9907980991111207,0.9918424058651215,0.9953919835770763,4.318405083139488,-0.3,Synthetic
254,6,0.9891879999043378,0.9918736571290658,0.9945796271214885,4.673436946945302,-0.1,Synthetic
266,0,0.984770609267643,0.9897309987534673,0.992356539826369,5.163317607995428,0,Synthetic
266,1,0.9530965892079503,0.970309905123293,0.9762863446257207,9.021680380050778,0.1,Synthetic
266,2,0.9187028724942894,0.9500484733597213,0.9585932533894498,11.821263653024564,0.3,Synthetic
266,3,0.8852116362099418,0.9297625905457549,0.9411038539568651,13.991023566470778,0.4,Synthetic
266,4,0.8551533857843516,0.9105311706077205,0.9251330779341889,15.693720526190305,0.4,Synthetic
266,5,0.835772619201141,0.8930801655108415,0.9144764351116579,16.806687054986902,0.4,Synthetic
266,6,0.833010653431687,0.8811169139547772,0.9127249761203114,17.076428419779546,0.3,Synthetic
270,0,0.867510593344378,0.9077531120220759,0.9314284962762354,3.0490072995527258,0.2,Synthetic
270,1,0.7491162758076744,0.8189729113323272,0.8656262098133755,4.16578399900361,0.8,Synthetic
270,2,0.7012321069406848,0.7901886914257916,0.8379864387984389,4.493030445137465,2,Synthetic
270,3,0.67558585390142,0.780759780794999,0.8235014340151408,4.733974619481355,2.7,Synthetic
270,4,0.6588458172243704,0.7660519152000826,0.8133163063701684,5.063212480238243,3.2,Synthetic
270,5,0.6443473823985183,0.7544770243634698,0.8042982344747158,5.473576602734105,2.4,Synthetic
270,6,0.6611116668024064,0.7689098852486622,0.8145374004688463,5.814130868689831,1.4,Synthetic
279,0,0.9588025533224663,0.973193133881265,0.9791924606169911,2.16624899481306,0,Synthetic
279,1,0.9084757012059629,0.9372342711167467,0.9531537606028896,3.238198419653668,-0.1,Synthetic
279,2,0.8773293728916066,0.9219325379365012,0.9368189107651307,3.724451434647211,0,Synthetic
279,3,0.8610632924351042,0.9164768892418744,0.9283788080863807,3.944909107662967,0.1,Synthetic
279,4,0.8457369068464679,0.9033559885540118,0.9200008656202732,4.1967574796520255,0,Synthetic
279,5,0.8245957738423411,0.8765623589646956,0.9081246511849163,4.6133918140135535,-0.2,Synthetic
279,6,0.8012979433919113,0.8652021762670414,0.8953695157695469,5.060344189865246,0.2,Synthetic
317,0,0.9872031306682197,0.9912129208858821,0.9935810568468636,0.1932581179647996,0,Synthetic
317,1,0.965944362060804,0.9760722304173167,0.9828249722870609,0.31633649828476784,-0.1,Synthetic
317,2,0.9495372582451196,0.9649141263085621,0.9744462221414012,0.3853768516323113,-0.3,Synthetic
317,3,0.9376763908753698,0.9559505578429737,0.9683520166453169,0.42615572331690826,-0.6,Synthetic
317,4,0.928585926645278,0.9508867882041384,0.9636465496218748,0.4513923574435586,-0.4,Synthetic
317,5,0.920472692403488,0.9441742006390147,0.9594168184015738,0.4748818016754231,-0.2,Synthetic
317,6,0.9128111617748587,0.9399878197023375,0.9554219574549843,0.4921961123319271,0.1,Synthetic
320,0,0.8843907199983778,0.9201848567504751,0.9404425140849536,8.94796445612329,0,Synthetic
320,1,0.8355954710881147,0.8531416992297558,0.9150591553602981,10.753300283477465,-4,Synthetic
320,2,0.8066328769151916,0.8274885223267358,0.8994076862334152,12.025108704310671,-4.7,Synthetic
320,3,0.7791005162391078,0.8004283623925048,0.8845508120607695,13.259737783613133,-5.6,Synthetic
320,4,0.7526756746733887,0.7725493192231383,0.8704658735186662,14.667169177323968,-7,Synthetic
320,5,0.8109108844024182,0.7994800386513043,0.9054428393156343,14.024750931984695,-9.3,Synthetic
320,6,0.815947756144475,0.8746351573464364,0.9034538398591323,13.19653616648483,0.3,Synthetic
322,0,0.8251468540695499,0.8767264143893351,0.9084211665799982,9.770989110634648,0,Synthetic
322,1,0.794689317941421,0.7899101648884118,0.8948211987601156,10.816654770959932,-6,Synthetic
322,2,0.7678803916297795,0.7612769799745907,0.8807459042013858,11.982757052439112,-7,Synthetic
322,3,0.7397075691637937,0.7299489969843638,0.8660485619388233,13.351042818413536,-8.2,Synthetic
